Names,Prices
"[None, 'Ceres - Guava Juice, 1 Litre', 'Open product description']",['$5.29']
"[None, 'Stagg - Chili Southwest Chicken With Beans, 425 Gram', 'Open product description']",['$4.29']
"[None, 'Western Family - Hoisin Sauce, 350 Millilitre', 'Open product description']",['$2.29']
"[None, 'SierraSil - Joint Formula 14, 180 Each', 'Open product description']",['$58.99']
"[None, 'Bubba - Trailblazer Island Teal Thermos, 1 Each', 'Open product description']",['$26.99']
"[None, 'Hamburger Helper - 3 Cheese Manicotti, 170 Gram', 'Open product description']",['$2.99']
"[None, 'Pantene - Pro-V Repair & Protect Shampoo, 900 Millilitre', 'Open product description']",['$12.99']
"[None, 'Hardbite - Chips - Carrot Dressed To Dill, 150 Gram', 'Open product description']",['$4.79']
"[None, 'Club House - Pure Orange Extract, 43 Millilitre', 'Open product description']",['$3.99']
"[None, 'Good Host - Iced Tea Mix - Lemon, 715 Gram', 'Open product description']",['$3.90']
"[None, 'Webber Naturals - Biotin 5000 mcg, 60 Each', 'Open product description']",['$11.99']
"[None, 'Bonne Maman - Apricot Jam, 250 Millilitre', 'Open product description']",['$4.99']
"[None, 'Air Wick - Essential Oils Refills - Lavender & Chamomile, 2 Each', 'Open product description']",['$8.99']
"[None, 'Scrubbing Bubbles - Extra Power Toilet Cleaner - Rainshower, 710 Millilitre', 'Open product description']",['$3.99']
"[None, ""Nature's Path - Qia Superfood Gluten Free Oatmeal Creamy Coconut, 6 Each"", 'Open product description']",['$4.39']
"[None, 'Doritos - Nacho Cheese  Halloween Treat Bags, 45 Each', 'Open product description']",['$9.99']
"[None, 'Western Family - Daily Bath & Tile Cleaner, 950 Millilitre', 'Open product description']",['$4.19']
"[None, 'Lorna Vanderhaeghe - Thyrosmart, 60 Each', 'Open product description']",['$18.89']
"[None, 'Western Family - Salted Caramel Ice Cream, 500 Millilitre', 'Open product description']",['$5.99']
"[None, 'Goody - Ouchless No Metal Elastics Black, 62 Each', 'Open product description']",['$6.39']
"[None, 'Fleecy - Liquid Fabric Softener Fresh Air, 1.36 Litre', 'Open product description']",['$4.99']
"[None, 'Capilano - Manuka Active Honey, 375 Gram', 'Open product description']",['$13.99']
"[None, 'Club House - Imitation Almond Extract, 43 Millilitre', 'Open product description']",['$3.99']
"[None, 'Eucerin - Complete Repair, 500 Millilitre', 'Open product description']",['$20.69']
"[None, ""Nonna Pia's - Cabernet Merlot Balsamic Reduction, 250 Millilitre"", 'Open product description']",['$6.49']
"[None, 'Candle-Lite Company - Candle Lite Essntl E Eclypts & Mnt Leaf, 418 Gram', 'Open product description']",['$14.49']
"[None, 'Bake Shop - 1/4 Blueberry Pie, 250 Gram', 'Open product description']",['$2.79']
"[None, 'Red Bull - Zero Energy Drink, 250 Millilitre', 'Open product description']",['$3.69']
"[None, 'Astro - Original Plain Yogurt 3%, 750 Gram', 'Open product description']",['$3.29']
"[None, 'Club House - Imitation Rum Extract, 43 Millilitre', 'Open product description']",['$3.99']
"[None, 'Live Clean - Moisturizing Conditioner - Coconut Milk, 350 Millilitre', 'Open product description']",['$5.99']
"[None, 'Stonyfield - Organic Kids Strawberry Drinkable yogurt, 6 Each', 'Open product description']",['$4.99']
"[None, 'Larabar - Fruit & Nut Energy Bar - Cashew, 48 Gram', 'Open product description']",['$2.19']
"[None, 'Club House - Gravy Mix - Homestyle, 38 Gram', 'Open product description']",['$2.29']
"[None, 'Mezzetta - Napa Valley Roasted Garlic Pasta Sauce, 709 Millilitre', 'Open product description']",['$5.99']
"[None, 'Western Family - Storage Bags - Large, 19 Each', 'Open product description']",['$3.99']
"[None, ""Werther's - Soft Caramel Candies - Chocolate Eclairs, 116 Gram"", 'Open product description']",['$2.99']
"[None, 'Live Clean - Moisturizing Shampoo - Coconut Milk, 350 Millilitre', 'Open product description']",['$5.99']
"[None, 'Pampers - Easy Ups 5-6T Training Diapers Super Pack, 46 Each', 'Open product description']",['$19.99']
"[None, 'Freshex - Powder Laundry Detergent - Fresh Scent, 4.43 Kilogram', 'Open product description']",['$9.99']
"[None, 'Western Family - Peanut Butter - Organic Natural Crunchy, 500 Gram', 'Open product description']",['$5.49']
"[None, 'Sundar - Red Split Lentils, 1.81 Kilogram', 'Open product description']",['$4.24']
"[None, 'Van Houtte - Coffee K-Cups Decaf Original House Blend, 12 Each', 'Open product description']",['$8.99']
"[None, 'Camino - Chocolate Bar - Organic Extra Dark  Chocolate, 100 Gram', 'Open product description']",['$4.99']
"[None, 'Knorr - Turkey Gravy Mix, 30 Gram', 'Open product description']",['$2.39']
"[None, 'Starbucks - House Blend - Whole Bean Medium Roast, 340 Gram', 'Open product description']",['$9.99']
"[None, 'Solo Care - Aqua All In One Solution, 2 Each', 'Open product description']",['$21.99']
"[None, 'Western Family - Cannon Ball Orange Soda, 2 Litre', 'Open product description']",['$2.29']
"[None, 'U by Kotex - Security Ultra Thin Pads Long, 40 Each', 'Open product description']",['$7.99']
"[None, 'Dorset Cereals - Simply Nutty Meusli, 560 Gram', 'Open product description']",['$6.99']
"[None, 'S & Co HOME - Oven Mitt Pair - Black, 1 Each', 'Open product description']",['$10.99']
"[None, 'Flax For Nutrition - Milled Golden Roasted Flax, 425 Gram', 'Open product description']",['$3.99']
"[None, 'Sundar - Ginger Ground, 200 Gram', 'Open product description']",['$2.97']
"[None, 'Celestial Seasonings - Rooibos Madagascar Vanilla Red Tea, 20 Each', 'Open product description']",['$5.49']
"[None, 'Nutro - Chicken & Brown Rice Adult Cat Food, 2.27 Kilogram', 'Open product description']",['$23.99']
"[None, 'Hartz - Tuff Stuff Hugging Piglet Dog Toy, 1 Each', 'Open product description']",['$7.19']
"[None, 'Glico - Medium Curry Sauce, 220 Gram', 'Open product description']",['$3.99']
"[None, 'Club House - Curry Powder, 110 Gram', 'Open product description']",['$8.49']
"[None, 'Gear Halo - Youth Face Mask - Friendly Monster, 1 Each', 'Open product description']",['$6.50']
"[None, 'Goody - Spa Spray Bottle, 1 Each', 'Open product description']",['$4.39']
"[None, 'Made Good - Strawberry Granola Minis, 120 Gram', 'Open product description']",['$4.99']
"[None, 'Value Priced - Freshex Liquid Dish Soap - Lemon, 740 Millilitre', 'Open product description']",['$3.29']
"[None, ""Partners - Hors D'oeuvre Crackers - Olive Oil & Sea Salt, 124 Gram"", 'Open product description']",['$4.79']
"[None, 'Traditional Medicinals - Organic EveryDay Detox, 20 Each', 'Open product description']",['$6.49']
"[None, 'Simply Organic - Oregano Leaf, 21 Gram', 'Open product description']",['$5.74']
"[None, 'Seeds of Change - Organic Quinoa & Brown Rice with Garlic, 240 Gram', 'Open product description']",['$4.59']
"[None, 'Snack Factory - Pretzel Mini Crisps-Original, 142 Gram', 'Open product description']",['$3.99']
"[None, 'Sundar - Cinnamon Ground, 200 Gram', 'Open product description']",['$2.37']
"[None, 'Western Family - Italian Style Wedding Soup, 540 Millilitre', 'Open product description']",['$1.89']
"[None, 'Yves - Veggie Breakfast Slices, 156 Gram', 'Open product description']",['$4.69']
"[None, 'Windex - Glass Cleaner Refill - Original, 950 Millilitre', 'Open product description']",['$3.99']
"[None, 'Cadbury - Dairy Milk Hazelnut Mini Bars, 8 Each', 'Open product description']",['$4.99']
"[None, 'Genuine Tea Co. - Moringa Mint Herbal Tea, 45 Gram', 'Open product description']",['$8.99']
"[None, 'Oceans - Solid Light Tuna in Chili Infused Oil, 3 Each', 'Open product description']",['$4.99']
"[None, 'Davids Tea - Just Peachy, 15 Each', 'Open product description']",['$9.99']
"[None, 'Friskies - Cat Food - Pate Chicken Dinner, 156 Gram', 'Open product description']",['$0.99']
"[None, 'Danone - Light & Free Strawberry Yogurt, 95 Gram', 'Open product description']",['$4.29']
"[None, 'Western Family - Tortilla Chips Zesty Taco, 240 Gram', 'Open product description']",['$2.49']
"[None, 'Enjoy Life - Lentil Chips - Dill & Sour Cream, 113 Gram', 'Open product description']",['$4.49']
"[None, 'Canada Dry - Ginger Ale, 1 Litre', 'Open product description']",['$1.99']
"[None, 'U by Kotex - Security Ultra Thin Pad Regular, 44 Each', 'Open product description']",['$7.99']
"[None, 'Glaceau - SmartWater, 700 Millilitre', 'Open product description']",['$3.39']
"[None, ""Burt's Bees - Baby Bee Diaper Rash Ointment, 85 Gram"", 'Open product description']",['$11.99']
"[None, ""Kelloggs - Rice Krispies - Cookies 'n Creme, 176 Gram"", 'Open product description']",['$3.89']
"[None, ""Hershey's - Chipits Cookies 'N Cream, 200 Gram"", 'Open product description']",['$3.99']
"[None, 'Bisto - Traditional Chicken Gravy Mix, 227 Gram', 'Open product description']",['$3.99']
"[None, 'Kicking Horse - Cold Brew Coffee - Kick Ass/Bold, 296 Millilitre', 'Open product description']",['$3.49']
"[None, 'Club House - Organic Crushed Red Pepper, 23 Gram', 'Open product description']",['$3.99']
"[None, 'Vital Proteins - Marine Collagen, 221 Gram', 'Open product description']",['$47.69']
"[None, 'Maybelline - Lash Sensational Volumizing Mascara - Black, 9 Millilitre', 'Open product description']",['$9.59']
"[None, 'Hartz - Zoo Balloons Dog Toy, 1 Each', 'Open product description']",['$7.19']
"[None, 'Sisu - Vitamin D3 1000 Iu, 400 Each', 'Open product description']",['$22.99']
"[None, 'Clorox - Splashless Bleach, 1.18 Litre', 'Open product description']",['$3.49']
"[None, 'Webber Naturals - Calcium Magnesium Vitamin D3, 200 Each', 'Open product description']",['$8.47']
"[None, 'Irish Spring - Original Body Wash, 532 Millilitre', 'Open product description']",['$3.99']
"[None, 'Celestial Seasonings - Herbal Tea Sleepytime Vanilla, 20 Each', 'Open product description']",['$5.49']
"[None, 'Balderson - Aged Cheddar Spread, 200 Gram', 'Open product description']",['$5.99']
"[None, 'Vileda - Microfibre Super Twist Mop Refill, 1 Each', 'Open product description']",['$10.34']
"[None, 'Starbucks - Sumatra - Whole Bean, 340 Gram', 'Open product description']",['$9.99']
"[None, 'Twinkle - Triplet Sprinkler Rainbow, 185 Gram', 'Open product description']",['$7.78']
"[None, 'Stash - Decaf  Tea - Choc Hazelnut, 18 Each', 'Open product description']",['$5.29']
"[None, 'Rosschocolate - Supreme Milk Chocolate Candy No Sugar Added, 34 Gram', 'Open product description']",['$2.19']
"[None, 'Kraft - Minit Tapioca, 225 Gram', 'Open product description']",['$4.79']
"[None, 'Candle-Lite Company - Candle Lite Essn Elm Lmngrss & Coriandr, 418 Gram', 'Open product description']",['$14.49']
"[None, 'Stouffers - Fit Bowl Chicken Caesar Mediterranean, 320 Gram', 'Open product description']",['$3.99']
"[None, 'Candle Lite - Cndle Lte Jcy Brries nd Chrrs Jr Cndle, 283 Gram', 'Open product description']",['$5.99']
"[None, ""Patak's - Major Grey Chutney, 250 Millilitre"", 'Open product description']",['$3.99']
"[None, 'San Pellegrino - Sparkling Aranciata Sparkling Orange Beverage, 330 Millilitre', 'Open product description']",['$1.79']
"[None, 'Neutrogena - Hydro Boost - Hydrating Serum, 30 Millilitre', 'Open product description']",['$17.99']
"[None, 'Anco - Spiced Gouda Cheese, 170 Gram', 'Open product description']",['$7.89']
"[None, 'Kashi - Go Lean Cereal Original, 370 Gram', 'Open product description']",['$5.69']
"[None, 'Simply Organic - Peppercorn Blend with Grinder, 85 Gram', 'Open product description']",['$9.24']
"[None, ""Crofter's - Premium Spread Organic Strawberry Jam, 383 Millilitre"", 'Open product description']",['$5.89']
"[None, 'Better Than Boullion - Soup Base - Roasted Garlic, 227 Gram', 'Open product description']",['$6.99']
"[None, 'Spot Shot - Carpet Stain & Odour Eliminator, 650 Millilitre', 'Open product description']",['$5.99']
"[None, 'Western Family - Dog Treats - Premium 3 Ingredient Bones Medium, 215 Gram', 'Open product description']",['$6.99']
"[None, 'Western Family - Espresso Dark Ground Coffee, 326 Gram', 'Open product description']",['$5.99']
"[None, 'Bake Shop - Gourmet Pumpkin Muffins, 6 Each', 'Open product description']",['$5.49']
"[None, 'Blue Monkey - 100% Watermelon Juice, 1 Litre', 'Open product description']",['$4.99']
"[None, 'Western Family - Pine Cleaner, 1.4 Litre', 'Open product description']",['$3.79']
"[None, 'Western Family - Meat First Chicken & Recipe Mini Chunks, 2 Kilogram', 'Open product description']",['$10.99']
"[None, 'Righteous - Dairy Free Salted Hazelnut Gelato, 562 Millilitre', 'Open product description']",['$6.99']
"[None, 'Western Family - Prune Plums in Lightly Sweetened Water, 398 Millilitre', 'Open product description']",['$2.79']
"[None, 'Frontera - New Mexico Taco Skillet Sauce Chicken, 226 Gram', 'Open product description']",['$2.35']
"[None, 'U by Kotex - Lightdays Liners Extra Coverage Unscented, 80 Each', 'Open product description']",['$7.99']
"[None, 'Dairyland - Organic Homogenized Milk 3.25%, 2 Litre', 'Open product description']",['$6.09']
"[None, 'Airwick - Freshmatic Refill Beach Escape - Bali Ocean Air, 175 Gram', 'Open product description']",['$7.99']
"[None, 'Club House - Ground Cinnamon, 32 Gram', 'Open product description']",['$4.99']
"[None, 'Cesar - Bakies - New York Strip Flavour, 180 Gram', 'Open product description']",['$3.99']
"[None, 'Dare - Dare RealFruit Tropical, 180 Gram', 'Open product description']",['$2.99']
"[None, 'Febreze - Dual Scented Oil - Linen & Sky, 2 Each', 'Open product description']",['$10.99']
"[None, 'Ombra - Spa Aromatic Foam Bath Vanilla, 500 Millilitre', 'Open product description']",['$6.99']
"[None, 'Neutrogena - Ultra Gentle Daily Cleanser, 354 Millilitre', 'Open product description']",['$9.74']
"[None, 'Body Zone - Nail Brush with Handle, 1 Each', 'Open product description']",['$2.99']
"[None, 'Western Family - WF Twist N Lock, 3 Each', 'Open product description']",['$5.49']
"[None, 'Maison Orphee - Organic Sunflower Oil For Cooking, 500 Millilitre', 'Open product description']",['$8.89']
"[None, 'Fiji - Natural Spring Water, 500 Millilitre', 'Open product description']",['$2.29']
"[None, 'Milk-Bone - Soft & Chewy Dog Treats Chicken Recipe, 113 Gram', 'Open product description']",['$2.59']
"[None, 'Mars - Chocolates Fun Size, 25 Each', 'Open product description']",['$6.99']
"[None, 'Sisu - B Complex 100, 60 Each', 'Open product description']",['$22.49']
"[None, 'Wet Brush - Original Detangler, 1 Each', 'Open product description']",['$10.39']
"[None, 'Axe - Hair - Ice Chill 2 in 1 Shampoo, 473 Millilitre', 'Open product description']",['$3.99']
"[None, 'MacKellar Farms - Edamame Shelled, 400 Gram', 'Open product description']",['$5.49']
"[None, 'Glaxal Base - Moisturizing Cream - For Extremely Dry Skin, 100 Gram', 'Open product description']",['$9.69']
"[None, 'Mama - Instant Noodles Shrimp 5Pk, 5 Each', 'Open product description']",['$2.79']
"[None, 'Western Family - Citrus Twist Sparkling Water, 355 Millilitre', 'Open product description']",['$0.99']
"[None, 'Western Family - Mac & Cheese - Original, 225 Gram', 'Open product description']",['$0.89']
"[None, 'Hartz - Groomers Best Slicker Brush for Cats, 1 Each', 'Open product description']",['$5.49']
"[None, ""Jack Link's - Beef Jerky - Jalapeno, 80 Gram"", 'Open product description']",['$6.49']
"[None, 'Dill Weed - Seasoning, Bulk, 100 Gram', 'Open product description']",['$1.88/100g']
"[None, 'Arm And Hammer - Clump & Seal Cat Litter, Multi-Cat, 12.7 Kilogram', 'Open product description']",['$18.99']
"[None, 'Excel - Variety Pack Gum, 4 Each', 'Open product description']",['$4.49']
"[None, 'Hard Bite - Avocado Oil Chips - Wasabi Ranch, 128 Gram', 'Open product description']",['$3.69']
"[None, 'Goody - Vent Brush - Custom Style, 1 Each', 'Open product description']",['$5.59']
"[None, 'Windsor - Coarse Sea Salt, 500 Gram', 'Open product description']",['$3.59']
"[None, ""Snyder's of Hanover - Pretzel Pieces -Honey Mustard & Onion, 240 Gram"", 'Open product description']",['$3.99']
"[None, 'Knorr - Demi-Glace Gravy Mix, 34 Gram', 'Open product description']",['$2.39']
"[None, 'Western Family - Cockatiel Food, 1 Kilogram', 'Open product description']",['$5.19']
"[None, 'Dare - Breton Crackers Original Flax, 135 Gram', 'Open product description']",['$3.29']
"[None, 'Smuckerrs - Double Fruit Apricot Jam, 390 Millilitre', 'Open product description']",['$5.49']
"[None, 'Axe - Apollo - 2in1, 473 Millilitre', 'Open product description']",['$3.99']
"[None, 'Mother Raw - Mothers Raw Organic Spicy Vegan Queso, 250 Gram', 'Open product description']",['$5.49']
"[None, 'Bulldog - Moisturizer for Men - Original, 100 Millilitre', 'Open product description']",['$9.74']
"[None, 'Mr. Clean - Lint Roller, 1 Each', 'Open product description']",['$4.99']
"[None, 'Simply 7 - Quinoa Chips - Sea Salt, 100 Gram', 'Open product description']",['$3.99']
"[None, 'Simply Organic - Black Peppercorns, 75 Gram', 'Open product description']",['$7.24']
"[None, 'Eagle Brand - Eagle Dulce De Leche, 300 Millilitre', 'Open product description']",['$4.39']
"[None, 'Spot Shot - Instant Carpet Stain Remover, 496 Gram', 'Open product description']",['$5.99']
"[None, 'Club House - Onion Salt, 212 Gram', 'Open product description']",['$6.79']
"[None, 'Bottle Green - Pomegranate Ederflower Cordial, 500 Millilitre', 'Open product description']",['$7.99']
"[None, 'Vileda - Fibro Contact Mop, 1 Each', 'Open product description']",['$21.14']
"[None, 'Glico - Chocolate Pocky Sticks, 40 Gram', 'Open product description']",['$1.89']
"[None, 'Red Star - Quickrise Yeast Jar, 113 Gram', 'Open product description']",['$6.99']
"[None, 'Sundar - Paprika Spanish, 300 Gram', 'Open product description']",['$3.82']
"[None, 'Club House - Ground Sage, 18 Gram', 'Open product description']",['$4.99']
"[None, 'Western Family - Whole Grain Beer Mustard, 226 Millilitre', 'Open product description']",['$2.79']
"[None, 'Goody - Paddle Brush - Ombre, 1 Each', 'Open product description']",['$8.79']
"[None, 'Iron Kids - Gummies Vitamin D For Kids, 60 Each', 'Open product description']",['$7.99']
"[None, 'Pepperidge Farm - Sausalito Cookies - Milk Chocolate Macadamia, 200 Gram', 'Open product description']",['$2.79']
"[None, 'Sharwood - SHRWDS Creamy Butter Chicken Sauce, 395 Millilitre', 'Open product description']",['$5.99']
"[None, 'Bio-X - Nitro Juice Gainer Vanilla, 1.5 Kilogram', 'Open product description']",['$23.79']
"[None, 'Webber Naturals - Apple Cider Vinegar 500mg, 240 Each', 'Open product description']",['$11.99']
"[None, 'Western Family - Greek Style Yogurt Vanilla Flavour 9% MF, 500 Gram', 'Open product description']",['$3.49']
"[None, 'Western Family - Ultra Liquid Fabric Softener - Scent Free, 1.5 Litre', 'Open product description']",['$4.99']
"[None, 'Playtex - Sipsters Insulated Spill Proof Straw Cup Stage 3, 1 Each', 'Open product description']",['$7.99']
"[None, 'Weiman - Stainless Steel Cleaner & Polish., 12 Ounce', 'Open product description']",['$7.49']
"[None, 'Save-On-Foods - Classic Cheese Tray - Medium Serves 14-24, 1 Each', 'Open product description']",['$65.99']
"[None, 'Club House - Organic Basil Leaves, 10 Gram', 'Open product description']",['$3.99']
"[None, 'CanMar Grain - Whole Roasted Hemp Seed, 340 Gram', 'Open product description']",['$7.99']
"[None, 'Silk - Almond Milk -Vanilla Drink, 6 Each', 'Open product description']",['$9.99']
"[None, 'Gillette - Series Shave Gel - Sensitive skin, 198 Gram', 'Open product description']",['$3.29']
"[None, 'Toms - Men Mountain Spring Long-Lasting Deo, 79 Gram', 'Open product description']",['$7.99']
"[None, 'Vileda - Powerfibres Pots & Pan Brush, 1 Each', 'Open product description']",['$5.84']
"[None, 'Toms - Mens Northwinds Long-Lasting Deo, 79 Gram', 'Open product description']",['$7.99']
"[None, 'Windex - Multi Surface Cleaner- Antibacterial Disinfectant, 765 Millilitre', 'Open product description']",['$3.99']
"[None, ""Tylenol - Children's Berry, 2 Each"", 'Open product description']",['$15.99']
"[None, 'Western Family - Auto Dish Pouches with Citrus Scent, 30 Each', 'Open product description']",['$5.49']
"[None, 'Western Family - Mac & Cheese - White Cheddar, 200 Gram', 'Open product description']",['$0.89']
"[None, 'Starbucks Coffee - Nespresso Pike Place, 53 Gram', 'Open product description']",['$9.99']
"[None, 'The Pop Shoppe - Grape Soda, 355 Millilitre', 'Open product description']",['$2.29']
"[None, 'Del Monte - Fruit Cocktail in Fruit Juice from Concentrate, 398 Millilitre', 'Open product description']",['$2.99']
"[None, 'Whiskas - Whiskas Prfct Portn Chicken Pate, 2 Each', 'Open product description']",['$1.49']
"[None, 'Lindt - Swiss Classic Grande - Dark Choco Almond Sea Salt, 150 Gram', 'Open product description']",['$4.99']
"[None, 'Luscious Layers - Platter Tray 48pcs, 48 Each', 'Open product description']",['$32.99']
"[None, 'New Nordic - Mulberry Zuccarin, 60 Each', 'Open product description']",['$30.99']
"[None, 'Caledon Farms - Mini Trainers - Chicken Snaps, 220 Gram', 'Open product description']",['$9.49']
"[None, 'Wholesome Sweeteners - Organic Dark Brown Sugar, 680 Gram', 'Open product description']",['$7.49']
"[None, 'Candy Corn - Original, Bulk, 100 Gram', 'Open product description']",['$0.69/100g']
"[None, 'San Pellegrino - Limonata Sparkling Lemon Beverage, 330 Millilitre', 'Open product description']",['$1.79']
"[None, 'Cetaphil - Oily Skin Cleanser - Face, 500 Millilitre', 'Open product description']",['$16.14']
"[None, 'Voortman - Fudge Striped Oatmeal Cookies, 350 Gram', 'Open product description']",['$3.59']
"[None, 'Sundar - Garlic Powder, 400 Gram', 'Open product description']",['$3.05']
"[None, 'Bake Shop - 1/2 Blueberry Pie, 500 Gram', 'Open product description']",['$4.99']
"[None, ""Nonna Pia's - Strawberry Fig Balsamic Reduction, 250 Millilitre"", 'Open product description']",['$6.49']
"[None, 'Glico - Hot Curry Sauce, 220 Gram', 'Open product description']",['$3.99']
"[None, 'Candle Lite - Candle Lite Cinnamon Pcn Swrl Jr Candle, 510 Gram', 'Open product description']",['$7.49']
"[None, 'Cherries - Glace Red, 450 Gram', 'Open product description']",['$5.99']
"[None, 'Bake Shop - 1/4 Harvest Apple Pie, 250 Gram', 'Open product description']",['$2.79']
"[None, 'Whiskas - Perfect Portions Whitefish & Tuna Entree, 2 Each', 'Open product description']",['$1.49']
"[None, 'Western Family - Green All Purpose Cleaner Wild Orange Scented, 950 Millilitre', 'Open product description']",['$4.39']
"[None, ""Amy's - Organic Alphabet Soup, 398 Millilitre"", 'Open product description']",['$4.49']
"[None, ""Ben & Jerry's - Coffee Caramel Fudge Non Dairy Frozen Dessert, 500 Millilitre"", 'Open product description']",['$5.99']
"[None, 'Guayaki - Yerba Mate - Organic Bluephoria, 458 Millilitre', 'Open product description']",['$3.59']
"[None, 'Knorr - Roasted Garlic & Herbs Pasta Seasoning, 22 Gram', 'Open product description']",['$2.59']
"[None, 'Live Clean - Moisturizing Conditioner - Fresh Water, 350 Millilitre', 'Open product description']",['$5.99']
"[None, 'Whiskas - Cat Treats Hearty Beef, 85 Gram', 'Open product description']",['$2.59']
"[None, 'Salus Haus - Floradix Iron Tablets - 80 Tablets, 80 Each', 'Open product description']",['$22.49']
"[None, 'Save-On-Foods - Organic Whole Flax Seed Brown, Bulk, 100 Gram', 'Open product description']",['$0.69/100g']
"[None, 'Poise - Pads - Long Length, 16 Each', 'Open product description']",['$6.99']
"[None, 'Walkers - Stem Ginger Biscuits, 150 Gram', 'Open product description']",['$4.28']
"[None, 'Vileda - Bee Mop Refill Classic, 1 Each', 'Open product description']",['$9.44']
"[None, 'Scotch-Brite - Heavy Duty Sponges, 3 Each', 'Open product description']",['$4.99']
"[None, 'Candle Lite - Candle Jar Evening Freeside Glow, 1 Each', 'Open product description']",['$7.49']
"[None, 'Keurig - Descaling Solution, 1 Each', 'Open product description']",['$13.99']
"[None, 'Goo Gone - Oven & Grill Cleaner, 828 Millilitre', 'Open product description']",['$7.49']
"[None, 'Lawrys - Seasoned Salt The Original, 225 Gram', 'Open product description']",['$4.99']
"[None, ""Nature's Path - Organic Hot Oatmeal Apple & Cinnamon, 8 Each"", 'Open product description']",['$4.19']
"[None, 'Sundar - Cumin Seed Ground, 200 Gram', 'Open product description']",['$2.80']
"[None, 'Candle Lite - Essential Elements Candle Blood Orange Thickwood, 1 Each', 'Open product description']",['$14.49']
"[None, 'Hartz - Dura Play Ball - Medium, 1 Each', 'Open product description']",['$7.19']
"[None, 'Western Family - Grated Parmesan Light, 250 Gram', 'Open product description']",['$6.49']
"[None, 'Air Wick - Essentials Oils Refills - Fresh Waters, 2 Each', 'Open product description']",['$8.99']
"[None, 'Swiffer - Sweeper Wet - Heavy Duty Cloth Open Window Fresh, 20 Each', 'Open product description']",['$10.99']
"[None, 'Wilkinson - Sword Refill, 10 Each', 'Open product description']",['$8.24']
"[None, 'Nutro - Salmon & Brown Rice Adult Cat Food, 2.27 Each', 'Open product description']",['$23.99']
"[None, 'Neutrogena - Deep Clean Purifying Micellar Cleansing Wipes, 25 Each', 'Open product description']",['$9.74']
"[None, 'Hydra Sense - Specialty Nasal Care Eucalyptus, 100 Millilitre', 'Open product description']",['$11.99']
"[None, 'Almond Bark - Foleys Almond Bark Cndy Drk Chocolate, 100 Gram', 'Open product description']",['$1.99/100g']
"[None, 'S&Co HOME - Terry Blue Kitchen Towel, 2 Each', 'Open product description']",['$7.99']
"[None, 'Sundar - Green Lentils, 1.81 Kilogram', 'Open product description']",['$4.24']
"[None, 'Revlon - Slant Tweezer, 1 Each', 'Open product description']",['$6.79']
"[None, 'Quaker - Crispy Minis Veggie - Balsamic & Bruschetta, 90 Gram', 'Open product description']",['$2.49']
"[None, 'Organika - Fav Keto Mini Cookie Snickerdoodle, 90 Gram', 'Open product description']",['$8.99']
"[None, 'Snuggle - Cuddle-Up Fresh Fabric Softener, 1.47 Litre', 'Open product description']",['$5.99']
"[None, 'Perrier - Carbonated Natural Spring Water - Lemon, 500 Millilitre', 'Open product description']",['$1.79']
"[None, 'Goody - Thinning Sheares 6in, 1 Each', 'Open product description']",['$11.99']
"[None, 'Mother Raw - Dip - Organic Ranch, 250 Gram', 'Open product description']",['$5.49']
"[None, ""Jack Link's - Thick Cut Bacon Jerky - Hickory Smoked, 65 Gram"", 'Open product description']",['$6.49']
"[None, 'Candle Lite - Candle Jar Ocean Blue Mist, 1 Each', 'Open product description']",['$7.49']
"[None, 'Maple Lodge Farms - Ultimate Mild Dinner Chicken Sausage, Previously Frozen, 500 Gram', 'Open product description']",['$4.99']
"[None, 'Vileda - Easywring Power Refill, 1 Each', 'Open product description']",['$8.54']
"[None, 'Kelloggs - Blueberry Pop Tarts, 384 Gram', 'Open product description']",['$4.19']
"[None, 'Western Family - White Party Cups Plastic 16oz, 40 Each', 'Open product description']",['$4.99']
"[None, 'Van Houtte - Coffee K-Cups Butterscotch Light Roast, 12 Each', 'Open product description']",['$8.99']
"[None, 'Western Family Signature - Marmalade - Orange, 500 Millilitre', 'Open product description']",['$5.49']
"[None, 'Sesame Street - Vitamin D Gummies, 180 Each', 'Open product description']",['$16.99']
"[None, 'Western Family - Kona Blend Ground Coffee, 225 Gram', 'Open product description']",['$6.99']
"[None, 'Highliner - Fish Sticks - Sole, 350 Gram', 'Open product description']",['$6.99']
"[None, 'Nong Shim - Shin Black Noodle Soup Mix Cup Spicy, 101 Gram', 'Open product description']",['$1.99']
"[None, 'Western Family - Salad Dressing - Creamy Light Caesar, 475 Millilitre', 'Open product description']",['$2.79']
"[None, 'Western Family - Clear Old Fashioned Cups 9oz, 30 Each', 'Open product description']",['$5.49']
"[None, 'Robinsons - Real Fruit Apple & Blackcurrant, 1 Litre', 'Open product description']",['$4.59']
"[None, 'Tetley - Green Tea - Blueberry, 24 Each', 'Open product description']",['$3.79']
"[None, 'Duncan Hines - Cake Mix - French Vanilla, 432 Gram', 'Open product description']",['$4.99']
"[None, 'Club House - Montreal Chicken Gravy Mix, 25 Gram', 'Open product description']",['$2.29']
"[None, 'Save-On-Foods - Deluxe Meat Tray - Medium Serves 14-24, 1 Each', 'Open product description']",['$54.99']
"[None, 'Biotene - Dry Mouth Fluoride Toothpaste Fresh Mint, 100 Millilitre', 'Open product description']",['$13.49']
